"","U01","cohort","dames","sires","labanimalid","accessid","sex","rfid","dob","dow","shipmentdate","litternumber","littersize","coatcolor","earpunch","rack","shipmentbox","shipmentage","weanage","comment","resolution"
"968","Mitchell","02","72772_4","72772_4","MIT208","73943_4","F","933000320045757",2019-01-31,2019-02-21,2019-02-26 00:00:00,7,5,"BROWN HOOD","LMRB","E-E8","11",26,21,NA,NA
"969","Mitchell","02","73435_1","73283_1","MIT209","73947_1","F","933000320045756",2019-02-02,2019-02-22,2019-02-26 00:00:00,3,10,"BLACK","LTRT","E-E7","11",24,20,NA,NA
"970","Mitchell","02","73435_1","73283_1","MIT210","73947_2","F","933000320045766",2019-02-02,2019-02-22,2019-02-26 00:00:00,3,10,"BROWN","RB","E-E7","11",24,20,NA,NA
"971","Mitchell","03","73183_2","73192_1","MIT211","74298_3","M","933000320047645",2019-05-04,2019-05-24,2019-06-17 00:00:00,4,13,"BLACK HOOD","LT","D-A1","1",44,20,NA,NA
"972","Mitchell","03","73198_2","73382_1","MIT212","74297_1","M","933000320047646",2019-05-04,2019-05-24,2019-06-17 00:00:00,7,11,"BROWN","RM","D-A1","1",44,20,NA,NA
"973","Mitchell","03","73183_2","73192_1","MIT215","74298_4","M","933000320047638",2019-05-04,2019-05-24,2019-06-17 00:00:00,4,13,"BLACK HOOD","RT","D-A2","1",44,20,NA,NA
"974","Mitchell","03","73198_2","73669_1","MIT216","74293_3","M","933000320047649",2019-05-04,2019-05-24,2019-06-17 00:00:00,2,9,"BLACK","LM","D-A2","1",44,20,NA,NA
"975","Mitchell","03","73183_2","73400_2","MIT219","74305_3","M","933000320047626",2019-05-06,2019-05-28,2019-06-17 00:00:00,5,14,"ALBINO","LT","D-A3","1",42,22,NA,NA
"976","Mitchell","03","73770_2","73400_2","MIT220","74305_4","M","933000320047639",2019-05-06,2019-05-28,2019-06-17 00:00:00,5,14,"BLACK HOOD","RM","D-A3","1",42,22,NA,NA
"977","Mitchell","03","73183_2","73376_2","MIT223","74304_3","M","933000320047770",2019-05-07,2019-05-28,2019-06-17 00:00:00,5,8,"ALBINO","LM","D-A4","1",41,21,NA,NA
"978","Mitchell","03","73770_2","73376_2","MIT224","74304_4","M","933000320047771",2019-05-07,2019-05-28,2019-06-17 00:00:00,5,8,"BLACK","RB","D-A4","1",41,21,NA,NA
"979","Mitchell","03","73410_1","73189_1","MIT227","74310_3","M","933000320047754",2019-05-07,2019-05-28,2019-06-17 00:00:00,6,14,"BLACK","LT","D-A5","1",41,21,NA,NA
"980","Mitchell","03","73410_1","73736_1","MIT228","74302_1","M","933000320047760",2019-05-07,2019-05-28,2019-06-17 00:00:00,2,2,"BROWN HOOD","RM","D-A5","1",41,21,NA,NA
"981","Mitchell","03","73410_1","73189_1","MIT231","74310_4","M","933000320047759",2019-05-07,2019-05-28,2019-06-17 00:00:00,6,14,"BROWN","LB","D-A6","2",41,21,NA,NA
"982","Mitchell","03","73410_1","73673_1","MIT232","74300_1","M","933000320047768",2019-05-07,2019-05-28,2019-06-17 00:00:00,2,11,"ALBINO","RT","D-A6","2",41,21,NA,NA
"983","Mitchell","03","73232_2","73171_1","MIT235","74312_5","M","933000320047762",2019-05-08,2019-05-29,2019-06-17 00:00:00,7,11,"BROWN","LT","D-A7","2",40,21,NA,NA
"984","Mitchell","03","73232_2","73784_1","MIT236","74309_3","M","933000320047779",2019-05-08,2019-05-29,2019-06-17 00:00:00,2,12,"BLACK","RM","D-A7","2",40,21,NA,NA
"985","Mitchell","03","73232_2","73728_1","MIT239","74307_3","M","933000320047799",2019-05-08,2019-05-29,2019-06-17 00:00:00,2,12,"BLACK HOOD","LM","D-A8","2",40,21,NA,NA
"986","Mitchell","03","73232_2","73674_1","MIT240","74306_1","M","933000320047780",2019-05-08,2019-05-29,2019-06-17 00:00:00,2,9,"BROWN","RT","D-A8","2",40,21,NA,NA
"987","Mitchell","03","73376_1","73875_1","MIT243","74308_1","M","933000320047777",2019-05-08,2019-05-29,2019-06-17 00:00:00,2,10,"BLACK","LB","D-B1","2",40,21,NA,NA
"988","Mitchell","03","73687_2","73411_2","MIT244","74319_3","M","933000320047790",2019-05-09,2019-05-30,2019-06-17 00:00:00,7,10,"ALBINO","RM","D-B1","2",39,21,NA,NA
"989","Mitchell","03","73376_1","73209_1","MIT247","74321_1","M","933000320047784",2019-05-09,2019-05-30,2019-06-17 00:00:00,6,9,"ALBINO","LB","D-B2","2",39,21,NA,NA
"990","Mitchell","03","73687_2","73209_1","MIT248","74321_2","M","933000320047791",2019-05-09,2019-05-30,2019-06-17 00:00:00,6,9,"BLACK HOOD","RC","D-B2","2",39,21,NA,NA
"991","Mitchell","03","73376_1","73737_1","MIT251","74314_1","M","933000320047786",2019-05-09,2019-05-30,2019-06-17 00:00:00,2,16,"BROWN HOOD","LT","D-B3","3",39,21,NA,NA
"992","Mitchell","03","73735_2","73742_1","MIT252","74318_1","M","933000320047785",2019-05-09,2019-05-30,2019-06-17 00:00:00,2,8,"BROWN","RB","D-B3","3",39,21,NA,NA
"993","Mitchell","03","73376_1","73398_2","MIT255","74336_3","M","933000320047798",2019-05-10,2019-05-31,2019-06-17 00:00:00,6,10,"BLACK HOOD","LB","D-B4","3",38,21,NA,NA
"994","Mitchell","03","73735_2","73398_2","MIT256","74336_4","M","933000320046890",2019-05-10,2019-05-31,2019-06-17 00:00:00,6,10,"BROWN","RC","D-B4","3",38,21,NA,NA
"995","Mitchell","03","73207_2","73878_1","MIT259","74331_1","M","933000320046896",2019-05-10,2019-05-31,2019-06-17 00:00:00,2,10,"ALBINO","LC","D-B5","3",38,21,NA,NA
"996","Mitchell","03","73676_2","73692_1","MIT260","74327_1","M","933000320046876",2019-05-11,2019-06-03,2019-06-17 00:00:00,2,14,"BLACK HOOD","LB","D-B5","3",37,23,NA,NA
"997","Mitchell","03","73207_2","73768_1","MIT263","74330_1","M","933000320046883",2019-05-12,2019-06-03,2019-06-17 00:00:00,2,8,"BLACK HOOD","LC","D-B6","3",36,22,NA,NA
"998","Mitchell","03","73676_2","73785_1","MIT264","74328_1","M","933000320046882",2019-05-12,2019-06-03,2019-06-17 00:00:00,2,9,"BLACK","RC","D-B6","3",36,22,NA,NA
"999","Mitchell","03","73692_2","73671_1","MIT267","74339_3","M","933000320046897",2019-05-12,2019-06-03,2019-06-17 00:00:00,1,13,"BLACK HOOD","LTRT","D-B7","3",36,22,NA,NA
"1000","Mitchell","03","73719_2","73665_1","MIT268","74326_1","M","933000320046880",2019-05-12,2019-06-03,2019-06-17 00:00:00,2,10,"ALBINO","RB","D-B7","3",36,22,NA,NA
"1001","Mitchell","03","73692_2","73167_1","MIT271","74333_1","M","933000320046884",2019-05-13,2019-06-03,2019-06-17 00:00:00,7,7,"ALBINO","RC","D-B8","4",35,21,NA,NA
"1002","Mitchell","03","73719_2","73203_1","MIT272","74334_1","M","933000320046900",2019-05-13,2019-06-03,2019-06-17 00:00:00,6,8,"BROWN HOOD","LM","D-B8","4",35,21,NA,NA
"1003","Mitchell","03","73726_2","73424_2","MIT275","74338_1","M","933000320046881",2019-05-13,2019-06-03,2019-06-17 00:00:00,6,11,"BLACK","LC","D-C1","4",35,21,NA,NA
"1004","Mitchell","03","73156_2","73436_2","MIT276","74337_1","M","933000320046878",2019-05-13,2019-06-03,2019-06-17 00:00:00,7,4,"BROWN","LTRT","D-C1","4",35,21,NA,NA
"1005","Mitchell","03","73726_2","73770_1","MIT279","74329_1","M","933000320047079",2019-05-13,2019-06-03,2019-06-17 00:00:00,2,9,"ALBINO","LTRT","D-C2","4",35,21,NA,NA
"1006","Mitchell","03","73156_2","73783_1","MIT280","74340_1","M","933000320047087",2019-05-14,2019-06-04,2019-06-17 00:00:00,2,7,"BROWN HOOD","LB","D-C2","4",34,21,NA,NA
"1007","Mitchell","03","73380_1","73505_1","MIT283","74341_1","M","933000320047095",2019-05-14,2019-06-04,2019-06-17 00:00:00,6,12,"BLACK","RT","D-C3","4",34,21,NA,NA
"1008","Mitchell","03","73380_1","73505_1","MIT284","74341_2","M","933000320047098",2019-05-14,2019-06-04,2019-06-17 00:00:00,6,12,"BLACK HOOD","LTRM","D-C3","4",34,21,NA,NA
"1009","Mitchell","03","73380_1","73207_1","MIT287","74342_1","M","933000320047076",2019-05-15,2019-06-05,2019-06-17 00:00:00,7,11,"BROWN HOOD","LC","D-C4","4",33,21,NA,NA
"1010","Mitchell","03","73380_1","73706_1","MIT288","74343_1","M","933000320047083",2019-05-15,2019-06-05,2019-06-17 00:00:00,3,5,"BLACK","LTRT","D-C4","4",33,21,NA,NA
"1011","Mitchell","03","73667_2","73209_1","MIT291","74351_1","M","933000320047246",2019-05-16,2019-06-06,2019-06-17 00:00:00,7,12,"BROWN","LM","D-C5","5",32,21,NA,NA
"1012","Mitchell","03","73671_2","73209_1","MIT292","74351_2","M","933000320047237",2019-05-16,2019-06-06,2019-06-17 00:00:00,7,12,"BROWN HOOD","RT","D-C5","5",32,21,NA,NA
"1013","Mitchell","03","73667_2","73378_2","MIT295","74349_1","M","933000320047227",2019-05-16,2019-06-06,2019-06-17 00:00:00,6,6,"BLACK","LTRM","D-C6","5",32,21,NA,NA
"1014","Mitchell","03","73671_2","73744_1","MIT296","74347_1","M","933000320047086",2019-05-16,2019-06-06,2019-06-17 00:00:00,2,13,"BLACK HOOD","LBRB","D-C6","5",32,21,NA,NA
"1015","Mitchell","03","73169_2","73228_1","MIT299","74348_1","M","933000320047247",2019-05-16,2019-06-06,2019-06-17 00:00:00,6,15,"BLACK","LTRB","D-C7","5",32,21,NA,NA
"1016","Mitchell","03","73169_2","73228_1","MIT300","74348_2","M","933000320046986",2019-05-16,2019-06-06,2019-06-17 00:00:00,6,15,"BROWN","LC","D-C7","5",32,21,NA,NA
"1017","Mitchell","03","73169_2","73229_1","MIT303","74350_1","M","933000320047250",2019-05-16,2019-06-06,2019-06-17 00:00:00,7,11,"BLACK HOOD","LTRB","D-C8","5",32,21,NA,NA
"1018","Mitchell","03","73169_2","73229_1","MIT304","74350_2","M","933000320047242",2019-05-16,2019-06-06,2019-06-17 00:00:00,7,11,"BROWN HOOD","RC","D-C8","5",32,21,NA,NA
"1019","Mitchell","03","73783_2","73698_1","MIT307","74344_1","M","933000320047244",2019-05-16,2019-06-06,2019-06-17 00:00:00,3,12,"BLACK","LTRC","D-D1","5",32,21,NA,NA
"1020","Mitchell","03","73804_1","73439_2","MIT308","74353_1","M","933000320047226",2019-05-17,2019-06-07,2019-06-17 00:00:00,7,9,"BROWN HOOD","RB","D-D1","5",31,21,NA,NA
"1021","Mitchell","03","73208_2","73192_1","MIT213","74298_5","F","933000320047632",2019-05-04,2019-05-24,2019-06-17 00:00:00,4,13,"BLACK HOOD","LM","D-D2","6",44,20,NA,NA
"1022","Mitchell","03","73804_1","73382_1","MIT214","74297_2","F","933000320047633",2019-05-04,2019-05-24,2019-06-17 00:00:00,7,11,"BLACK","RT","D-D2","6",44,20,NA,NA
"1023","Mitchell","03","73668_2","73192_1","MIT217","74298_6","F","933000320047634",2019-05-04,2019-05-24,2019-06-17 00:00:00,4,13,"BLACK HOOD","RB","D-D3","6",44,20,NA,NA
"1024","Mitchell","03","73724_2","73669_1","MIT218","74293_4","F","933000320047640",2019-05-04,2019-05-24,2019-06-17 00:00:00,2,9,"BLACK","LT","D-D3","6",44,20,NA,NA
"1025","Mitchell","03","73668_2","73400_2","MIT221","74305_5","F","933000320047636",2019-05-06,2019-05-28,2019-06-17 00:00:00,5,14,"ALBINO","LM","D-D4","6",42,22,NA,NA
"1026","Mitchell","03","73724_2","73400_2","MIT222","74305_6","F","933000320047635",2019-05-06,2019-05-28,2019-06-17 00:00:00,5,14,"BLACK HOOD","RT","D-D4","6",42,22,NA,NA
"1027","Mitchell","03","73993_1","73376_2","MIT225","74304_5","F","933000320047753",2019-05-07,2019-05-28,2019-06-17 00:00:00,5,8,"BLACK","LM","D-D5","6",41,21,NA,NA
"1028","Mitchell","03","73878_2","73376_2","MIT226","74304_6","F","933000320047752",2019-05-07,2019-05-28,2019-06-17 00:00:00,5,8,"BROWN","RT","D-D5","6",41,21,NA,NA
"1029","Mitchell","03","73993_1","73189_1","MIT229","74310_5","F","933000320047758",2019-05-07,2019-05-28,2019-06-17 00:00:00,6,14,"BROWN","LT","D-D6","6",41,21,NA,NA
"1030","Mitchell","03","73878_2","73736_1","MIT230","74302_2","F","933000320047767",2019-05-07,2019-05-28,2019-06-17 00:00:00,2,2,"BLACK HOOD","RM","D-D6","6",41,21,NA,NA
"1031","Mitchell","03","73192_2","73189_1","MIT233","74310_6","F","933000320047757",2019-05-07,2019-05-28,2019-06-17 00:00:00,6,14,"BROWN HOOD","LT","D-D7","7",41,21,NA,NA
"1032","Mitchell","03","73152_2","73673_1","MIT234","74300_2","F","933000320047769",2019-05-07,2019-05-28,2019-06-17 00:00:00,2,11,"BLACK HOOD","RC","D-D7","7",41,21,NA,NA
"1033","Mitchell","03","73192_2","73171_1","MIT237","74312_6","F","933000320047755",2019-05-08,2019-05-29,2019-06-17 00:00:00,7,11,"BLACK","RM","D-D8","7",40,21,NA,NA
"1034","Mitchell","03","73152_2","73784_1","MIT238","74309_4","F","933000320047775",2019-05-08,2019-05-29,2019-06-17 00:00:00,2,12,"BLACK HOOD","LT","D-D8","7",40,21,NA,NA
"1035","Mitchell","03","73168_2","73728_1","MIT241","74307_4","F","933000320047782",2019-05-08,2019-05-29,2019-06-17 00:00:00,2,12,"BLACK HOOD","LB","D-E1","7",40,21,NA,NA
"1036","Mitchell","03","73229_2","73674_1","MIT242","74306_2","F","933000320047800",2019-05-08,2019-05-29,2019-06-17 00:00:00,2,9,"BROWN","RM","D-E1","7",40,21,NA,NA
"1037","Mitchell","03","73168_2","73875_1","MIT245","74308_2","F","933000320047795",2019-05-08,2019-05-29,2019-06-17 00:00:00,2,10,"BLACK HOOD","LC","D-E2","7",40,21,NA,NA
"1038","Mitchell","03","73229_2","73411_2","MIT246","74319_4","F","933000320047797",2019-05-09,2019-05-30,2019-06-17 00:00:00,7,10,"ALBINO","RT","D-E2","7",39,21,NA,NA
"1039","Mitchell","03","73670_2","73209_1","MIT249","74321_3","F","933000320047781",2019-05-09,2019-05-30,2019-06-17 00:00:00,6,9,"ALBINO","LT","D-E3","7",39,21,NA,NA
"1040","Mitchell","03","73725_2","73209_1","MIT250","74321_4","F","933000320047776",2019-05-09,2019-05-30,2019-06-17 00:00:00,6,9,"BLACK HOOD","LMRM","D-E3","7",39,21,NA,NA
"1041","Mitchell","03","73670_2","73737_1","MIT253","74314_2","F","933000320047788",2019-05-09,2019-05-30,2019-06-17 00:00:00,2,16,"BROWN HOOD","LM","D-E4","8",39,21,NA,NA
"1042","Mitchell","03","73725_2","73742_1","MIT254","74318_2","F","933000320047783",2019-05-09,2019-05-30,2019-06-17 00:00:00,2,8,"BROWN","RB","D-E4","8",39,21,NA,NA
"1043","Mitchell","03","73504_4","73398_2","MIT257","74336_5","F","933000320046898",2019-05-10,2019-05-31,2019-06-17 00:00:00,6,10,"BROWN","LB","D-E5","8",38,21,NA,NA
"1044","Mitchell","03","73504_4","73398_2","MIT258","74336_6","F","933000320046885",2019-05-10,2019-05-31,2019-06-17 00:00:00,6,10,"BROWN","LTRT","D-E5","8",38,21,NA,NA
"1045","Mitchell","03","73504_4","73175_1","MIT261","74332_3","F","933000320046877",2019-05-10,2019-05-31,2019-06-17 00:00:00,7,10,"BROWN","LM","D-E6","8",38,21,NA,NA
"1046","Mitchell","03","73504_4","73692_1","MIT262","74327_2","F","933000320046899",2019-05-11,2019-06-03,2019-06-17 00:00:00,2,14,"BLACK","LB","D-E6","8",37,23,NA,NA
"1047","Mitchell","03","73189_2","73768_1","MIT265","74330_2","F","933000320046889",2019-05-12,2019-06-03,2019-06-17 00:00:00,2,8,"BROWN HOOD","RT","D-E7","8",36,22,NA,NA
"1048","Mitchell","03","73742_2","73785_1","MIT266","74328_2","F","933000320046893",2019-05-12,2019-06-03,2019-06-17 00:00:00,2,9,"BLACK","LB","D-E7","8",36,22,NA,NA
"1049","Mitchell","03","73189_2","73671_1","MIT269","74339_4","F","933000320046895",2019-05-12,2019-06-03,2019-06-17 00:00:00,1,13,"BLACK HOOD","LBRB","D-E8","8",36,22,NA,NA
"1050","Mitchell","03","73742_2","73665_1","MIT270","74326_2","F","933000320046894",2019-05-12,2019-06-03,2019-06-17 00:00:00,2,10,"BROWN HOOD","RM","D-E8","8",36,22,NA,NA
"1051","Mitchell","03","73380_1","73167_1","MIT273","74333_2","F","933000320046892",2019-05-13,2019-06-03,2019-06-17 00:00:00,7,7,"ALBINO","LB","E-E2","9",35,21,NA,NA
"1052","Mitchell","03","73380_1","73203_1","MIT274","74334_2","F","933000320046888",2019-05-13,2019-06-03,2019-06-17 00:00:00,6,8,"BROWN HOOD","RC","E-E2","9",35,21,NA,NA
"1053","Mitchell","03","73380_1","73424_2","MIT277","74338_2","F","933000320047097",2019-05-13,2019-06-03,2019-06-17 00:00:00,6,11,"BLACK","RC","E-E3","9",35,21,NA,NA
"1054","Mitchell","03","73380_1","73436_2","MIT278","74337_2","F","933000320047092",2019-05-13,2019-06-03,2019-06-17 00:00:00,7,4,"BROWN","LC","E-E3","9",35,21,NA,NA
"1055","Mitchell","03","73437_1","73770_1","MIT281","74329_2","F","933000320047082",2019-05-13,2019-06-03,2019-06-17 00:00:00,2,9,"ALBINO","LC","E-E4","9",35,21,NA,NA
"1056","Mitchell","03","73731_2","73783_1","MIT282","74340_2","F","933000320047089",2019-05-14,2019-06-04,2019-06-17 00:00:00,2,7,"BROWN HOOD","RB","E-E4","9",34,21,NA,NA
"1057","Mitchell","03","73437_1","73505_1","MIT285","74341_3","F","933000320047091",2019-05-14,2019-06-04,2019-06-17 00:00:00,6,12,"BROWN","RC","E-E5","9",34,21,NA,NA
"1058","Mitchell","03","73437_1","73505_1","MIT286","74341_4","F","933000320047081",2019-05-14,2019-06-04,2019-06-17 00:00:00,6,12,"BROWN HOOD","LB","E-E5","9",34,21,NA,NA
"1059","Mitchell","03","73399_1","73207_1","MIT289","74342_2","F","933000320047099",2019-05-15,2019-06-05,2019-06-17 00:00:00,7,11,"BLACK HOOD","LTRT","E-E6","9",33,21,NA,NA
"1060","Mitchell","03","73399_1","73706_1","MIT290","74343_2","F","933000320047080",2019-05-15,2019-06-05,2019-06-17 00:00:00,3,5,"BROWN","LMRM","E-E6","9",33,21,NA,NA
"1061","Mitchell","03","73399_1","73209_1","MIT293","74351_3","F","933000320047228",2019-05-16,2019-06-06,2019-06-17 00:00:00,7,12,"BLACK","LC","E-E7","10",32,21,NA,NA
"1062","Mitchell","03","73399_1","73209_1","MIT294","74351_4","F","933000320047249",2019-05-16,2019-06-06,2019-06-17 00:00:00,7,12,"BROWN HOOD","LTRT","E-E7","10",32,21,NA,NA
"1063","Mitchell","03","73382_2","73378_2","MIT297","74349_2","F","933000320047088",2019-05-16,2019-06-06,2019-06-17 00:00:00,6,6,"BROWN HOOD","LC","E-E8","10",32,21,NA,NA
"1064","Mitchell","03","73382_2","73378_2","MIT298","74349_3","F","933000320047231",2019-05-16,2019-06-06,2019-06-17 00:00:00,6,6,"BLACK HOOD","LTRM","E-E8","10",32,21,NA,NA
"1065","Mitchell","03","73382_2","73228_1","MIT301","74348_3","F","933000320047229",2019-05-16,2019-06-06,2019-06-17 00:00:00,6,15,"BLACK","LTRT","E-D2","10",32,21,NA,NA
"1066","Mitchell","03","73382_2","73228_1","MIT302","74348_4","F","933000320047233",2019-05-16,2019-06-06,2019-06-17 00:00:00,6,15,"BROWN","LBRB","E-D2","10",32,21,NA,NA
"1067","Mitchell","03","73689_2","73229_1","MIT305","74350_3","F","933000320047241",2019-05-16,2019-06-06,2019-06-17 00:00:00,7,11,"BLACK HOOD","LMRB","E-D3","10",32,21,NA,NA
"1068","Mitchell","03","73227_1","73229_1","MIT306","74350_4","F","933000320047238",2019-05-16,2019-06-06,2019-06-17 00:00:00,7,11,"BROWN HOOD","LBRT","E-D3","10",32,21,NA,NA
"1069","Mitchell","03","73689_2","73698_1","MIT309","74344_2","F","933000320047243",2019-05-16,2019-06-06,2019-06-17 00:00:00,3,12,"BLACK","LMRM","E-D4","10",32,21,NA,NA
"1070","Mitchell","03","73227_1","73439_2","MIT310","74353_2","F","933000320047234",2019-05-17,2019-06-07,2019-06-17 00:00:00,7,9,"BROWN HOOD","LTRB","E-D4","10",31,21,NA,NA
"1071","Olivier_Co","01","71820_3","71771_2","HSM1","72304_3","M","933000120124705",2017-05-14,2017-06-05,2017-06-21 00:00:00,1,13,"BLACK","RT/RM","3-B1","1",38,22,NA,NA
"1072","Olivier_Co","01","71820_3","71771_2","HSF1","72304_1","F","933000120124701",2017-05-14,2017-06-05,2017-06-21 00:00:00,1,13,"BLACK HOOD","RT","3-A1","2",38,22,NA,NA
"1073","Olivier_Co","01","71794_3","71772_2","HSF10","72315_4","F","933000120117334",2017-05-14,2017-06-05,2017-06-21 00:00:00,1,5,"BLACK","LT","3-E2","4",38,22,NA,NA
"1074","Olivier_Co","01","71819_3","71834_2","HSF11","72316_4","F","933000120117343",2017-05-14,2017-06-05,2017-06-21 00:00:00,1,10,"BLACK HOOD","RB","3-B3","4",38,22,NA,NA
"1075","Olivier_Co","01","71830_2","71838_2","HSF12","72317_7","F","933000120117355",2017-05-14,2017-06-05,2017-06-21 00:00:00,1,12,"BLACK","LM","3-B3","4",38,22,NA,NA
"1076","Olivier_Co","01","71829_3","71839_2","HSF13","72331_1","F","933000120117346",2017-05-20,2017-06-12,2017-06-21 00:00:00,1,3,"BLACK HOOD","RT","3-C3","5",32,23,NA,NA
"1077","Olivier_Co","01","71829_3","71839_2","HSF14","72331_2","F","933000120124699",2017-05-20,2017-06-12,2017-06-21 00:00:00,1,3,"BROWN HOOD","RT","3-C3","5",32,23,NA,NA
"1078","Olivier_Co","01","71795_3","71794_2","HSF15","72321_1","F","933000120124700",2017-05-20,2017-06-12,2017-06-21 00:00:00,1,5,"BROWN","RT","3-D3","5",32,23,NA,NA
"1079","Olivier_Co","01","71795_3","71794_2","HSF16","72321_2","F","933000120124697",2017-05-20,2017-06-12,2017-06-21 00:00:00,1,5,"BROWN HOOD","RM","3-D3","5",32,23,NA,NA
"1080","Olivier_Co","01","71772_3","71827_2","HSF17","72322_5","F","933000120124702",2017-05-21,2017-06-12,2017-06-21 00:00:00,1,11,"BROWN","RM","3-A4","5",31,22,NA,NA
"1081","Olivier_Co","01","71772_3","71827_2","HSF18","72322_6","F","933000120124704",2017-05-21,2017-06-12,2017-06-21 00:00:00,1,11,"BROWN HOOD","RB","3-A4","5",31,22,NA,NA
"1082","Olivier_Co","01","71838_3","71823_1","HSF19","72329_5","F","933000120117306",2017-05-22,2017-06-12,2017-06-21 00:00:00,1,12,"BROWN","RB","3-C4","7",30,21,NA,NA
"1083","Olivier_Co","01","71820_3","71771_2","HSF2","72304_2","F","933000120124703",2017-05-14,2017-06-05,2017-06-21 00:00:00,1,13,"BLACK","RC","3-A1","2",38,22,NA,NA
"1084","Olivier_Co","01","71838_3","71823_1","HSF20","72329_6","F","933000120117312",2017-05-22,2017-06-12,2017-06-21 00:00:00,1,12,"BROWN HOOD","LT","3-C4","7",30,21,NA,NA
"1085","Olivier_Co","01","71799_3","71836_2","HSF21","72325_2","F","933000120117311",2017-05-22,2017-06-12,2017-06-21 00:00:00,1,12,"BLACK HOOD","RM","3-E4","7",30,21,NA,NA
"1086","Olivier_Co","01","71799_3","71836_2","HSF22","72325_3","F","933000120117329",2017-05-22,2017-06-12,2017-06-21 00:00:00,1,12,"BROWN HOOD","LM","3-E4","7",30,21,NA,NA
"1087","Olivier_Co","01","71836_3","71820_2","HSF23","72327_7","F","933000120117323",2017-05-21,2017-06-12,2017-06-21 00:00:00,1,12,"BLACK","RT","3-B5","7",31,22,NA,NA
"1088","Olivier_Co","01","71836_3","71820_2","HSF24","72327_8","F","933000120117310",2017-05-21,2017-06-12,2017-06-21 00:00:00,1,12,"BLACK HOOD","RB","3-B5","7",31,22,NA,NA
"1089","Olivier_Co","01","71823_2","71796_4","HSF3","72309_7","F","933000120117342",2017-05-14,2017-06-05,2017-06-21 00:00:00,1,11,"BROWN","RC","3-D1","2",38,22,NA,NA
"1090","Olivier_Co","01","71823_2","71796_4","HSF4","72309_8","F","933000120117333",2017-05-14,2017-06-05,2017-06-21 00:00:00,1,11,"BLACK","RT","3-D1","2",38,22,NA,NA
"1091","Olivier_Co","01","71824_3","71795_2","HSF5","72310_9","F","933000120117347",2017-05-14,2017-06-05,2017-06-21 00:00:00,1,11,"BROWN","LM","3-A2","2",38,22,NA,NA
"1092","Olivier_Co","01","71824_3","71795_2","HSF6","72310_10","F","933000120117349",2017-05-14,2017-06-05,2017-06-21 00:00:00,1,11,"BROWN HOOD","LM","3-A2","2",38,22,NA,NA
"1093","Olivier_Co","01","71839_3","71828_2","HSF7","72312_7","F","933000120117340",2017-05-15,2017-06-05,2017-06-21 00:00:00,1,10,"BLACK","LB","3-C2","4",37,21,NA,NA
"1094","Olivier_Co","01","71839_3","71828_2","HSF8","72312_8","F","933000120117351",2017-05-15,2017-06-05,2017-06-21 00:00:00,1,10,"BROWN","LB","3-C2","4",37,21,NA,NA
"1095","Olivier_Co","01","71837_3","71824_2","HSF9","72314_2","F","933000120117341",2017-05-15,2017-06-05,2017-06-21 00:00:00,1,5,"ALBINO","RT","3-E2","4",37,21,NA,NA
"1096","Olivier_Co","01","71824_3","71795_2","HSM13","72310_1","M","933000120117352",2017-05-14,2017-06-05,2017-06-21 00:00:00,1,11,"BROWN","RT","3-E1","1",38,22,NA,NA
"1097","Olivier_Co","01","71824_3","71795_2","HSM14","72310_2","M","933000120117335",2017-05-14,2017-06-05,2017-06-21 00:00:00,1,11,"BROWN HOOD","RT","3-E1","1",38,22,NA,NA
"1098","Olivier_Co","01","71820_3","71771_2","HSM2","72304_4","M","933000120117338",2017-05-14,2017-06-05,2017-06-21 00:00:00,1,13,"BLACK HOOD","RC","3-B1","1",38,22,NA,NA
"1099","Olivier_Co","01","71839_3","71828_2","HSM21","72312_1","M","933000120117344",2017-05-15,2017-06-05,2017-06-21 00:00:00,1,10,"BROWN","LB","3-B2","3",37,21,NA,NA
"1100","Olivier_Co","01","71839_3","71828_2","HSM22","72312_2","M","933000120117332",2017-05-15,2017-06-05,2017-06-21 00:00:00,1,10,"BLACK","LB","3-B2","3",37,21,NA,NA
"1101","Olivier_Co","01","71837_3","71824_2","HSM27","72314_1","M","933000120117339",2017-05-15,2017-06-05,2017-06-21 00:00:00,1,5,"ALBINO","RT","3-D2","3",37,21,NA,NA
"1102","Olivier_Co","01","71794_3","71772_2","HSM28","72315_1","M","933000120117350",2017-05-14,2017-06-05,2017-06-21 00:00:00,1,5,"BLACK","RB","3-D2","3",38,22,NA,NA
"1103","Olivier_Co","01","71819_3","71834_2","HSM31","72316_1","M","933000120117331",2017-05-14,2017-06-05,2017-06-21 00:00:00,1,10,"BROWN","RM","3-A3","3",38,22,NA,NA
"1104","Olivier_Co","01","71830_2","71838_2","HSM34","72317_1","M","933000120117336",2017-05-14,2017-06-05,2017-06-21 00:00:00,1,12,"BLACK","RM","3-A3","3",38,22,NA,NA
"1105","Olivier_Co","01","71772_3","71827_2","HSM50","72322_1","M","933000120124696",2017-05-21,2017-06-12,2017-06-21 00:00:00,1,11,"BROWN HOOD","RT","3-E3","6",31,22,NA,NA
"1106","Olivier_Co","01","71772_3","71827_2","HSM51","72322_2","M","933000120124698",2017-05-21,2017-06-12,2017-06-21 00:00:00,1,11,"BROWN HOOD","RM","3-E3","6",31,22,NA,NA
